Прізвище,Ім'я,По батьковій,Стать,Дата народження,Посада,Місце проживання,Адрес проживання,Телефон,Email
Баштан,Клавдія,Лукʼянівна,female,1991.6.9,Ботанік,сквер Херсонський скве,"сквер Херсонський сквер, буд. 812, Умань, 30571",380807928147,illia14@example.net
Гайдабура,Онисим,Федорович,male,2001.7.13,Фольклорист,шосе Косовськи,"шосе Косовський, буд. 18, Полонне, 35792",380546329399,eibozhenkotymofii@example.com
Алексеєнко,Амалія,Вадимівна,female,2007.10.25,Ходить до школи,площа Бехтерєв,"площа Бехтерєва, буд. 9, Стебник, 62928",380547820558,mamchuroleksa@example.org
Охріменко,Ігор,Євгенійович,male,1954.12.27,Парфюмер,узвіз Софіївськ,"узвіз Софіївська, буд. 88 кв. 7, Волноваха, 39220",380639882714,arkadii14@example.net
Худяк,Віктор,Іванович,male,1970.5.20,Державний службовець,площа Амурський 2-,"площа Амурський 2-й, буд. 1, Залізне, 32536",380595169222,iustymmasokha@example.net
Базавлученко,Богданна,Єфремівна,female,1965.7.30,Письменник,проспект Лузанівськи,"проспект Лузанівський, буд. 497, Житомир, 64577",380649491409,arsenmasokha@example.com
Штокало,Степан,Владиславович,male,1977.2.6,Кухар,провулок Водопровідн,"провулок Водопровідна, буд. 79 кв. 63, Свалява, 13548",380839329727,anastasiia75@example.org
Стельмах,Ліза,Францівна,female,1973.7.13,Пілот,провулок Першотравневий 3-,"провулок Першотравневий 3-й, буд. 910 кв. 08, Ірпінь, 71301",380642707386,dskoryk@example.net
Ященко,Тимофій,Климентович,male,1997.5.2,Адвокат,узвіз Ювілейний 1-,"узвіз Ювілейний 1-й, буд. 6 кв. 75, Острог, 49965",380620406074,tereza20@example.net
Пустовіт,Федір,Едуардович,male,1967.4.14,Живописець,вулиця Красни,"вулиця Красний, буд. 2, Кілія, 19099",380890346079,tbakumenko@example.com
Штепа,Вікторія,Данівна,female,1970.8.13,Модельєр,шосе Балтський 8-,"шосе Балтський 8-й, буд. 5 кв. 534, Моспине, 18857",380991930624,dotsenkomyroslav@example.org
Балабан,Пилип,Кирилович,male,1950.9.22,Реставратор,узвіз Естонськи,"узвіз Естонський, буд. 818 кв. 240, Борзна, 11110",380632189373,babychenkonadiia@example.com
Гузь,Лариса,Спасівна,female,1982.8.21,Водій,набережна Казанськ,"набережна Казанська, буд. 54, Саки , 35030",380913097685,androshchukleon@example.com
Гоголь,Прохір,Святославович,male,1990.1.14,Клоун,площа Вузьки,"площа Вузький, буд. 603, Українка , 61854",380822270930,hennadiishchors@example.org
Шухевич,Мирон,Августинович,male,1944.6.25,Кіноактор,площа Отрад,"площа Отрада, буд. 9, Звенигородка, 81103",380716835049,iukhym13@example.org
Гавриленко,Лілія,Орхипівна,female,1962.1.28,Математик,вулиця Нови,"вулиця Новий, буд. 726, Козятин, 42520",380800699413,vernydubsemen@example.net
Чуйко,Андрій,Георгійович,male,1944.9.7,Головний меркшейдер,узвіз Ушаков,"узвіз Ушакова, буд. 27, Березань , 32428",380634580783,tprytula@example.org
Голик,Соломія,Олександрівна,female,2006.3.24,Ходить в університет,парк Манежн,"парк Манежна, буд. 6, Ватутіне, 68060",380619209591,ielysaveta21@example.org
Цушко,Болеслав,Йосипович,male,1999.9.2,Слідчий,провулок 11-та Суворовськ,"провулок 11-та Суворовська, буд. 0, Первомайський , 38686",380640840230,andriienkoklyment@example.net
Дахно,Климент,Костянтинович,male,1981.9.6,Фольклорист,площа Локомотивний 3-,"площа Локомотивний 3-й, буд. 08, Одеса, 46087",380864866955,fedironyshchenko@example.net
Ніколюк,Святослава,Семенівна,female,2000.9.27,Електромонтер,узвіз Скляний 2-,"узвіз Скляний 2-й, буд. 809, Нове Давидково, 08076",380822042106,erikadrozdenko@example.com
Ґалаґан,Лесь,Арсенович,male,1963.10.21,Сценарист,набережна Пастер,"набережна Пастера, буд. 4 кв. 8, Сімферополь, 93405",380556613784,pylyp22@example.com
Затовканюк,Оксенія,Зорянівна,female,1993.1.15,Різноробочий,парк Східчастий 4-,"парк Східчастий 4-й, буд. 509, Новий Буг, 50697",380897967111,zhuchenkomykolai@example.com
Колесниченко,Мирослав,Охрімович,male,1973.6.3,Фрілансер,сквер Політкаторжа,"сквер Політкаторжан, буд. 147, Мукачево, 57450",380872141381,vasylynasych@example.com
Баран,Єфрем,Русланович,male,1973.11.28,Письменник,вулиця Проектна 1-ш,"вулиця Проектна 1-ша, буд. 8 кв. 609, Скадовськ, 81014",380523983894,petliuraoleh@example.com
Стус,Альбіна,Марківна,female,1960.3.13,Гінеколог,вулиця Чорноморський 10-,"вулиця Чорноморський 10-й, буд. 40 кв. 6, Каховка, 55131",380994734809,anzhelausyk@example.org
Радченко,Едуард,Пилипович,male,1941.5.22,Астрофізик,шосе Балтський 1-,"шосе Балтський 1-й, буд. 996 кв. 1, Болехів, 14492",380882997957,qcherinko@example.net
Копитко,Дарина,Лесівна,female,1996.10.29,Мірошник,сквер Пересипська 9-т,"сквер Пересипська 9-та, буд. 182 кв. 73, Іловайськ, 49746",380559289549,gieremenko@example.org
Вітер,Франц,Симонович,male,1956.3.18,Музикознавець,сквер Різницьки,"сквер Різницький, буд. 84, Іршава, 62755",380958373122,zorian90@example.org
Артюшенко,Феофан,Федорович,male,1962.2.13,Вчитель,узвіз Проектний 5-,"узвіз Проектний 5-й, буд. 1 кв. 522, Добромиль, 02264",380522135153,osamoilenko@example.org
Яремків,Богуслава,Аврелійовна,female,1949.1.25,Паблік рилейшнз,набережна Рибальськ,"набережна Рибальська, буд. 302 кв. 0, Перечин, 37552",380943911434,mariiasachenko@example.net
Хмара,Юхим,Венедиктович,male,1941.9.6,Актор,парк Хаджибейський 2-,"парк Хаджибейський 2-й, буд. 1 кв. 0, Новоселиця, 49295",380639703024,leonidierchenko@example.com
Шинкаренко,Лілія,Іванівна,female,1978.2.6,Візажист,сквер Скрипкови,"сквер Скрипковий, буд. 2 кв. 487, Монастирище, 22949",380977008340,tetiana29@example.com
Тригуб,Орест,Сергійович,male,1984.10.17,Публіцист,узвіз Ватманськи,"узвіз Ватманський, буд. 9, Брянка, 89218",380656652863,everes@example.net
Тарасенко,Франц,Святославович,male,1964.3.22,Маркетолог,набережна Елеваторн,"набережна Елеваторна, буд. 64 кв. 33, Рахів, 83304",380884113684,valenkolarysa@example.org
